Orth_id	Uni_id	Gene_des
OG0001030	sp|Q8N443|RIBC1_HUMAN	RIB43A-like with coiled-coils protein 1
OG0001032	sp|P46101|DPP6_RAT	Dipeptidyl aminopeptidase-like protein 6
OG0001033	sp|Q80ZF8|AGRB3_MOUSE	Adhesion G protein-coupled receptor B3
OG0001034	sp|Q9JIX8|ACINU_MOUSE	Apoptotic chromatin condensation inducer in the nucleus
OG0001035	sp|Q62187|TTF1_MOUSE	Transcription termination factor 1
OG0001037	sp|Q5T4S7|UBR4_HUMAN	E3 ubiquitin-protein ligase UBR4
OG0001039	sp|O95359|TACC2_HUMAN	Transforming acidic coiled-coil-containing protein 2
OG0001040	sp|Q5T1B0|AXDN1_HUMAN	Axonemal dynein light chain domain-containing protein 1
OG0001043	sp|Q9CXC9|ETV5_MOUSE	ETS translocation variant 5
OG0001044	sp|Q64727|VINC_MOUSE	Vinculin
OG0001045	sp|O75943|RAD17_HUMAN	Cell cycle checkpoint protein RAD17
OG0001049	sp|Q5ZKT9|MIER1_CHICK	Mesoderm induction early response protein 1
OG0001052	sp|Q920R0|ALS2_MOUSE	Alsin
OG0001054	sp|Q149N8|SHPRH_HUMAN	E3 ubiquitin-protein ligase SHPRH
OG0001056	sp|Q9YIC0|EF1A_ORYLA	Elongation factor 1-alpha
OG0001057	sp|Q9JHZ4|GRAP1_RAT	GRIP1-associated protein 1
OG0001059	sp|Q3TN34|MILK2_MOUSE	MICAL-like protein 2
OG0001063	sp|Q5PQN1|HERC4_RAT	Probable E3 ubiquitin-protein ligase HERC4
OG0001064	sp|Q6ZPJ3|UBE2O_MOUSE	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O
OG0001065	sp|Q4R6T7|IQUB_MACFA	IQ and ubiquitin-like domain-containing protein
OG0001066	sp|G3X9K3|BIG1_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 1
OG0001067	sp|P91124|RIC19_CAEEL	Resistance to inhibitors of cholinesterase protein 19
OG0001070	sp|Q92562|FIG4_HUMAN	Polyphosphoinositide phosphatase
OG0001071	sp|P23467|PTPRB_HUMAN	Receptor-type tyrosine-protein phosphatase beta
OG0001073	sp|Q5VWQ8|DAB2P_HUMAN	Disabled homolog 2-interacting protein
OG0001077	sp|Q8K4Q6|NEIL1_MOUSE	Endonuclease 8-like 1
OG0001080	sp|O94915|FRYL_HUMAN	Protein furry homolog-like
OG0001082	sp|Q9WU42|NCOR2_MOUSE	Nuclear receptor corepressor 2
OG0001091	sp|Q6DRN3|NOC3L_DANRE	Nucleolar complex protein 3 homolog
OG0001092	sp|P35750|CAN1_PIG	Calpain-1 catalytic subunit
OG0001093	sp|O08550|KMT2B_MOUSE	Histone-lysine N-methyltransferase 2B
OG0001097	sp|O54988|SLK_MOUSE	STE20-like serine/threonine-protein kinase
OG0001100	sp|Q9UPV9|TRAK1_HUMAN	Trafficking kinesin-binding protein 1
OG0001101	sp|Q5RGV1|IMDH3_DANRE	Inosine-5'-monophosphate dehydrogenase 1b
OG0001102	sp|F1R3W0|TAF1B_DANRE	TATA box-binding protein-associated factor RNA polymerase I subunit B
OG0001103	sp|A7MBJ2|SENP7_BOVIN	Sentrin-specific protease 7
OG0001107	sp|Q9D666|SUN1_MOUSE	SUN domain-containing protein 1
OG0001111	sp|Q96Q89|KI20B_HUMAN	Kinesin-like protein KIF20B
OG0001112	sp|Q8CHI8|EP400_MOUSE	E1A-binding protein p400
OG0001113	sp|Q4R9E0|TECT3_MACFA	Tectonic-3
OG0001116	sp|Q9W7R4|TEN3_DANRE	Teneurin-3
OG0001117	sp|A2AQ19|RTF1_MOUSE	RNA polymerase-associated protein RTF1 homolog
OG0001118	sp|A7MBF6|ARMD1_BOVIN	Armadillo-like helical domain containing protein 1
OG0001121	sp|A4FV97|RL1D1_BOVIN	Ribosomal L1 domain-containing protein 1
OG0001124	sp|P79749|PGFRB_TAKRU	Platelet-derived growth factor receptor beta
OG0001125	sp|Q9JI90|RNF14_MOUSE	E3 ubiquitin-protein ligase RNF14
OG0001126	sp|Q80TJ1|CAPS1_MOUSE	Calcium-dependent secretion activator 1
OG0001130	sp|Q4G3H4|IKKA_DANRE	Inhibitor of nuclear factor kappa-B kinase subunit alpha
OG0001131	sp|Q9JK25|CLIP1_RAT	CAP-Gly domain-containing linker protein 1
OG0001132	sp|Q69ZK6|JHD2C_MOUSE	Probable JmjC domain-containing histone demethylation protein 2C
OG0001133	sp|Q8BMI3|GGA3_MOUSE	ADP-ribosylation factor-binding protein GGA3
OG0001137	sp|Q8CC12|CDAN1_MOUSE	Codanin-1
OG0001141	sp|Q68CJ6|SLIP_HUMAN	Nuclear GTPase SLIP-GC
OG0001142	sp|A0JMF7|HAUS6_DANRE	HAUS augmin-like complex subunit 6
OG0001144	sp|P53539|FOSB_HUMAN	Protein fosB
OG0001146	sp|Q9Y238|DLEC1_HUMAN	Deleted in lung and esophageal cancer protein 1
OG0001169	sp|Q99MS7|EH1L1_MOUSE	EH domain-binding protein 1-like protein 1
OG0001170	sp|Q9C0C7|AMRA1_HUMAN	Activating molecule in BECN1-regulated autophagy protein 1
OG0001171	sp|Q8K078|SO4A1_MOUSE	Solute carrier organic anion transporter family member 4A1
OG0001173	sp|Q6PBQ2|CHMP7_DANRE	Charged multivesicular body protein 7
OG0001178	sp|Q80UN9|MOD5_MOUSE	tRNA dimethylallyltransferase
OG0001179	sp|Q802R8|SMC6_TAKRU	Structural maintenance of chromosomes protein 6
OG0001180	sp|Q6NVJ5|DI2BA_DANRE	Disco-interacting protein 2 homolog B-A
OG0001181	sp|Q8WWL2|SPIR2_HUMAN	Protein spire homolog 2
OG0001183	sp|Q99661|KIF2C_HUMAN	Kinesin-like protein KIF2C
OG0001186	sp|Q8BTK5|SMYD4_MOUSE	SET and MYND domain-containing protein 4
OG0001187	sp|P33173|KIF1A_MOUSE	Kinesin-like protein KIF1A
OG0001189	sp|P31644|GBRA5_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-5
OG0001190	sp|Q9WUM7|HIPK2_MESAU	Homeodomain-interacting protein kinase 2
OG0001191	sp|A2A5K6|ZN335_MOUSE	Zinc finger protein 335
OG0001192	sp|Q9R0L6|PCM1_MOUSE	Pericentriolar material 1 protein
OG0001194	sp|Q9JIP7|S15A1_MOUSE	Solute carrier family 15 member 1
OG0001197	sp|Q8C8R3|ANK2_MOUSE	Ankyrin-2
OG0001198	sp|Q9HCH3|CPNE5_HUMAN	Copine-5
OG0001208	sp|O97831|AGRL1_BOVIN	Adhesion G protein-coupled receptor L1
OG0001209	sp|Q80ZF8|AGRB3_MOUSE	Adhesion G protein-coupled receptor B3
OG0001210	sp|O60242|AGRB3_HUMAN	Adhesion G protein-coupled receptor B3
OG0001214	sp|Q9UPQ9|TNR6B_HUMAN	Trinucleotide repeat-containing gene 6B protein
OG0001218	sp|Q63421|PDE1C_RAT	"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"
OG0001219	sp|Q02218|ODO1_HUMAN	"2-oxoglutarate dehydrogenase, mitochondrial"
OG0001221	sp|Q60780|GAS7_MOUSE	Growth arrest-specific protein 7
OG0001222	sp|Q8C863|ITCH_MOUSE	E3 ubiquitin-protein ligase Itchy
OG0001223	sp|Q8NHU2|CFA61_HUMAN	Cilia- and flagella-associated protein 61
OG0001224	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412
OG0001229	sp|Q9Y2I7|FYV1_HUMAN	1-phosphatidylinositol 3-phosphate 5-kinase
OG0001230	sp|A0JMD0|CLU_DANRE	Clustered mitochondria protein homolog
OG0001232	sp|F6NSX9|Z687B_DANRE	Zinc finger protein 687b
OG0001234	sp|P30957|RYR2_RABIT	Ryanodine receptor 2
OG0001237	sp|Q9Y4G6|TLN2_HUMAN	Talin-2
OG0001239	sp|P97479|MYO7A_MOUSE	Unconventional myosin-VIIa
OG0001246	sp|F1QGH7|CTNB1_DANRE	Catenin beta-1
OG0001247	sp|Q14244|MAP7_HUMAN	Ensconsin
OG0001249	sp|Q7ZUF2|BRD9_DANRE	Bromodomain-containing protein 9
OG0001252	sp|Q9UBC3|DNM3B_HUMAN	DNA (cytosine-5)-methyltransferase 3B
OG0001254	sp|Q9JIS1|RIMS2_RAT	Regulating synaptic membrane exocytosis protein 2
OG0001255	sp|Q9EQZ7|RIMS2_MOUSE	Regulating synaptic membrane exocytosis protein 2
OG0001257	sp|Q29611|CLN3_CANLF	Battenin
OG0001259	sp|A0JMY4|BBOF1_XENLA	Basal body-orientation factor 1
OG0001260	sp|D4AEC2|CAMP2_RAT	Calmodulin-regulated spectrin-associated protein 2
OG0001264	sp|Q8CJ19|MICA3_MOUSE	[F-actin]-monooxygenase MICAL3
OG0001265	sp|Q504Y0|S39AC_HUMAN	Zinc transporter ZIP12
OG0001266	sp|Q9UPN3|MACF1_HUMAN	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"
OG0001268	sp|A0A0R4IMY7|TRPM2_DANRE	Transient receptor potential cation channel subfamily M member 2
OG0001269	sp|Q9HCE3|ZN532_HUMAN	Zinc finger protein 532
OG0001275	sp|P20397|NUCL_XENLA	Nucleolin
OG0001277	sp|Q4G0P3|HYDIN_HUMAN	Hydrocephalus-inducing protein homolog
OG0001283	sp|Q8N8E3|CE112_HUMAN	Centrosomal protein of 112 kDa
OG0001285	sp|A6X919|D19L1_MOUSE	Probable C-mannosyltransferase DPY19L1
OG0001295	sp|Q710E6|SUCO_RAT	SUN domain-containing ossification factor
OG0001296	sp|Q1JPZ7|PRP39_DANRE	Pre-mRNA-processing factor 39
OG0001299	sp|Q03001|DYST_HUMAN	Dystonin
OG0001302	sp|O95685|PPR3D_HUMAN	Protein phosphatase 1 regulatory subunit 3D
OG0001305	sp|Q6P3E7|HDA10_MOUSE	Polyamine deacetylase HDAC10
OG0001310	sp|Q80ZE3|SIG10_MOUSE	Sialic acid-binding Ig-like lectin 10
OG0001312	sp|Q05910|ADAM8_MOUSE	Disintegrin and metalloproteinase domain-containing protein 8
OG0001317	sp|P56558|OGT1_RAT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
OG0001318	sp|Q9HAU0|PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5
OG0001332	sp|Q8TDB6|DTX3L_HUMAN	E3 ubiquitin-protein ligase DTX3L
OG0001334	sp|B5TVM2|ILDR2_MOUSE	Immunoglobulin-like domain-containing receptor 2
OG0001336	sp|Q8CJ40|CROCC_MOUSE	Rootletin
OG0001341	sp|Q4KM14|TSP1L_DANRE	tRNA selenocysteine 1-associated protein 1-like
OG0001344	sp|Q6PDI5|ECM29_MOUSE	Proteasome adapter and scaffold protein ECM29
OG0001347	sp|Q4R6C7|TRM1L_MACFA	TRMT1-like protein
OG0001353	sp|O88943|KCNQ2_RAT	Potassium voltage-gated channel subfamily KQT member 2
OG0001354	sp|Q8BY87|UBP47_MOUSE	Ubiquitin carboxyl-terminal hydrolase 47
OG0001357	sp|Q5VUA4|ZN318_HUMAN	Zinc finger protein 318
OG0001360	sp|Q6NYJ3|TE2IP_DANRE	Telomeric repeat-binding factor 2-interacting protein 1
OG0001398	sp|Q9BV36|MELPH_HUMAN	Melanophilin
OG0001400	sp|Q7TQH0|ATX2L_MOUSE	Ataxin-2-like protein
OG0001402	sp|Q8C2A2|SEN54_MOUSE	tRNA-splicing endonuclease subunit Sen54
OG0001404	sp|P51792|CLCN3_RAT	H(+)/Cl(-) exchange transporter 3
OG0001410	sp|Q96M96|FGD4_HUMAN	"FYVE, RhoGEF and PH domain-containing protein 4"
OG0001411	sp|Q96LB3|IFT74_HUMAN	Intraflagellar transport protein 74 homolog
OG0001413	sp|A0A0R4IES7|K1109_DANRE	Transmembrane protein KIAA1109 homolog
OG0001417	sp|P51532|SMCA4_HUMAN	Transcription activator BRG1
OG0001418	sp|Q8IZD9|DOCK3_HUMAN	Dedicator of cytokinesis protein 3
OG0001419	sp|B2RR83|YTDC2_MOUSE	3'-5' RNA helicase YTHDC2
OG0001421	sp|P19525|E2AK2_HUMAN	"Interferon-induced, double-stranded RNA-activated protein kinase"
OG0001422	sp|Q8K4J6|MRTFA_MOUSE	Myocardin-related transcription factor A
OG0001426	sp|P48727|GLC7B_CAEEL	Serine/threonine-protein phosphatase PP1-beta
OG0001428	sp|Q2TBK2|RM09_BOVIN	"39S ribosomal protein L9, mitochondrial"
OG0001429	sp|O88967|YMEL1_MOUSE	ATP-dependent zinc metalloprotease YME1L1
OG0001434	sp|Q9R1N3|S4A7_RAT	Sodium bicarbonate cotransporter 3
OG0001435	sp|Q8WXE0|CSKI2_HUMAN	Caskin-2
OG0001436	sp|Q2T9I9|TASOR_XENLA	Protein TASOR
OG0001437	sp|Q9P2G9|KLHL8_HUMAN	Kelch-like protein 8
OG0001438	sp|Q9P2K8|E2AK4_HUMAN	eIF-2-alpha kinase GCN2
OG0001440	sp|Q5ZI11|LRC45_CHICK	Leucine-rich repeat-containing protein 45
OG0001441	sp|Q5R1X2|EF1A1_PANTR	Elongation factor 1-alpha 1
OG0001443	sp|Q91ZP3|LPIN1_MOUSE	Phosphatidate phosphatase LPIN1
OG0001444	sp|Q5U378|TBCE_DANRE	Tubulin-specific chaperone E
OG0001445	sp|Q9HC84|MUC5B_HUMAN	Mucin-5B
OG0001447	sp|Q4R4N7|GANAB_MACFA	Neutral alpha-glucosidase AB
OG0001450	sp|Q9BQR3|PRS27_HUMAN	Serine protease 27
OG0001451	sp|Q5F2E8|TAOK1_MOUSE	Serine/threonine-protein kinase TAO1
OG0001453	sp|Q6MG48|PRC2A_RAT	Protein PRRC2A
OG0001454	sp|Q6ZVL6|K154L_HUMAN	UPF0606 protein KIAA1549L
OG0001456	sp|Q08BC6|ENO4_DANRE	Enolase 4
OG0001457	sp|Q90474|H90A1_DANRE	Heat shock protein HSP 90-alpha 1
OG0001459	sp|Q01085|TIAR_HUMAN	Nucleolysin TIAR
OG0001460	sp|Q8IZS8|CA2D3_HUMAN	Voltage-dependent calcium channel subunit alpha-2/delta-3
OG0001461	sp|Q9WUW3|CFAI_RAT	Complement factor I
OG0001463	sp|P47743|GRM8_MOUSE	Metabotropic glutamate receptor 8
OG0001470	sp|Q9UPW8|UN13A_HUMAN	Protein unc-13 homolog A
OG0001471	sp|Q9P227|RHG23_HUMAN	Rho GTPase-activating protein 23
OG0001474	sp|Q8MJS1|I12R2_PIG	Interleukin-12 receptor subunit beta-2
OG0001475	sp|P49797|RGS3_RAT	Regulator of G-protein signaling 3
OG0001476	sp|Q9P2K3|RCOR3_HUMAN	REST corepressor 3
OG0001477	sp|Q9JM61|THSD1_MOUSE	Thrombospondin type-1 domain-containing protein 1
OG0001480	sp|Q91754|GCKR_XENLA	Glucokinase regulatory protein
OG0001482	sp|Q9BSW2|EFC4B_HUMAN	EF-hand calcium-binding domain-containing protein 4B
OG0001484	sp|Q02248|CTNB1_MOUSE	Catenin beta-1
OG0001485	sp|A2BID7|PRD10_DANRE	PR domain zinc finger protein 10
OG0001487	sp|Q8HZK2|DUOX2_PIG	Dual oxidase 2
OG0001493	sp|Q7TT28|REXO1_MOUSE	RNA exonuclease 1 homolog
OG0001494	sp|Q99MY8|ASH1L_MOUSE	Histone-lysine N-methyltransferase ASH1L
OG0001495	sp|Q8WY36|BBX_HUMAN	HMG box transcription factor BBX
OG0001499	sp|A0JPA1|RHDF2_XENTR	Inactive rhomboid protein 2
OG0001505	sp|Q5ZKK5|ODFP2_CHICK	Outer dense fiber protein 2
OG0001506	sp|Q6DRN3|NOC3L_DANRE	Nucleolar complex protein 3 homolog
OG0001507	sp|A5WUN7|CAM1B_DANRE	Calmodulin-regulated spectrin-associated protein 1-B
OG0001508	sp|Q9P2D8|UNC79_HUMAN	Protein unc-79 homolog
OG0001510	sp|Q9UBC2|EP15R_HUMAN	Epidermal growth factor receptor substrate 15-like 1
OG0001511	sp|O43432|IF4G3_HUMAN	Eukaryotic translation initiation factor 4 gamma 3
OG0001514	sp|Q9Z160|COG1_MOUSE	Conserved oligomeric Golgi complex subunit 1
OG0001515	sp|Q8IVL1|NAV2_HUMAN	Neuron navigator 2
OG0001518	sp|Q71RC2|LARP4_HUMAN	La-related protein 4
OG0001520	sp|Q9H2Y7|ZN106_HUMAN	Zinc finger protein 106
OG0001523	sp|Q9HBL0|TENS1_HUMAN	Tensin-1
OG0001526	sp|Q924T7|RNF31_MOUSE	E3 ubiquitin-protein ligase RNF31
OG0001527	sp|Q6PJG2|EMSA1_HUMAN	ELM2 and SANT domain-containing protein 1
OG0001528	sp|Q7Z412|PEX26_HUMAN	Peroxisome assembly protein 26
OG0001530	sp|Q8TB24|RIN3_HUMAN	Ras and Rab interactor 3
OG0001532	sp|Q6NV83|SR140_MOUSE	U2 snRNP-associated SURP motif-containing protein
OG0001533	sp|Q6DTM3|AHI1_RAT	Jouberin
OG0001540	sp|O93279|A4_TAKRU	Amyloid-beta A4 protein
OG0001541	sp|D3ZX08|SYAM_RAT	"Alanine--tRNA ligase, mitochondrial"
OG0001544	sp|Q9Z2D7|MBD4_MOUSE	Methyl-CpG-binding domain protein 4
OG0001547	sp|Q503G8|S38A6_DANRE	Probable sodium-coupled neutral amino acid transporter 6
OG0001551	sp|O35594|IFT81_MOUSE	Intraflagellar transport protein 81 homolog
OG0001554	sp|A0A0R4IES7|K1109_DANRE	Transmembrane protein KIAA1109 homolog
OG0001557	sp|Q5VZ66|JKIP3_HUMAN	Janus kinase and microtubule-interacting protein 3
OG0001558	sp|B0S5A7|CTL5B_DANRE	Choline transporter-like protein 5-B (Fragment)
OG0001561	sp|P97434|MPRIP_MOUSE	Myosin phosphatase Rho-interacting protein
OG0001565	sp|Q9NZM4|BICRA_HUMAN	BRD4-interacting chromatin-remodeling complex-associated protein
OG0001566	sp|O15457|MSH4_HUMAN	MutS protein homolog 4
OG0001568	sp|Q764M5|STAT1_PIG	Signal transducer and activator of transcription 1
OG0001570	sp|A1L1P9|S47A1_DANRE	Multidrug and toxin extrusion protein 1
OG0001573	sp|P12270|TPR_HUMAN	Nucleoprotein TPR
OG0001579	sp|P28799|GRN_HUMAN	Progranulin
OG0001580	sp|Q5T5U3|RHG21_HUMAN	Rho GTPase-activating protein 21
OG0001581	sp|P05107|ITB2_HUMAN	Integrin beta-2
OG0001585	sp|O60140|YNS9_SCHPO	Uncharacterized protein C18H10.09
OG0001587	sp|P23468|PTPRD_HUMAN	Receptor-type tyrosine-protein phosphatase delta
OG0001588	sp|Q15283|RASA2_HUMAN	Ras GTPase-activating protein 2
OG0001590	sp|A0JM56|LRRC9_XENTR	Leucine-rich repeat-containing protein 9
OG0001593	sp|D3ZF42|SENP7_RAT	Sentrin-specific protease 7
OG0001594	sp|Q9Y4E5|ZN451_HUMAN	E3 SUMO-protein ligase ZNF451
OG0001595	sp|E1C2U2|RIF1_CHICK	Telomere-associated protein RIF1
OG0001602	sp|Q9UKN7|MYO15_HUMAN	Unconventional myosin-XV
OG0001604	sp|Q6P3W7|SCYL2_HUMAN	SCY1-like protein 2
OG0001606	sp|Q91048|PTK7_CHICK	Inactive tyrosine-protein kinase 7
OG0001607	sp|Q04678|SSRP1_CHICK	FACT complex subunit SSRP1
OG0001608	sp|Q5RCS0|ATG9A_PONAB	Autophagy-related protein 9A
OG0001654	sp|Q17QM4|EPT1_BOVIN	Ethanolaminephosphotransferase 1
OG0001656	sp|Q8CGS5|RNZ2_RAT	Zinc phosphodiesterase ELAC protein 2
OG0001658	sp|Q96PX1|RN157_HUMAN	E3 ubiquitin ligase RNF157
OG0001659	sp|Q8R216|SIR4_MOUSE	"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial"
OG0001660	sp|P20595|GCYB1_RAT	Guanylate cyclase soluble subunit beta-1
OG0001661	sp|B3DK56|PTPRU_DANRE	Receptor-type tyrosine-protein phosphatase U
OG0001665	sp|Q3UHQ6|DOP2_MOUSE	Protein dopey-2
OG0001670	sp|Q90705|EF2_CHICK	Elongation factor 2
OG0001673	sp|Q13873|BMPR2_HUMAN	Bone morphogenetic protein receptor type-2
OG0001674	sp|Q4V8G4|WDR78_RAT	WD repeat-containing protein 78
OG0001676	sp|Q1LZ53|DNM3A_RAT	DNA (cytosine-5)-methyltransferase 3A
OG0001679	sp|A1L209|AT7L3_DANRE	Ataxin-7-like protein 3
OG0001680	sp|P58165|AT2B2_OREMO	Plasma membrane calcium-transporting ATPase 2 (Fragment)
OG0001681	sp|Q5JV73|FRPD3_HUMAN	FERM and PDZ domain-containing protein 3
OG0001688	sp|P57722|PCBP3_MOUSE	Poly(rC)-binding protein 3
OG0001691	sp|Q9Y5F6|PCDGM_HUMAN	Protocadherin gamma-C5
OG0001693	sp|Q5DRE1|PCDC2_PANTR	Protocadherin alpha-C2
OG0001694	sp|Q5DU25|IQEC2_MOUSE	IQ motif and SEC7 domain-containing protein 2
OG0001697	sp|Q9UPS8|ANR26_HUMAN	Ankyrin repeat domain-containing protein 26
OG0001698	sp|P08842|STS_HUMAN	Steryl-sulfatase
OG0001701	sp|G3UZ78|ADGB_MOUSE	Androglobin
OG0001702	sp|Q6R327|RICTR_HUMAN	Rapamycin-insensitive companion of mTOR
OG0001704	sp|Q92625|ANS1A_HUMAN	Ankyrin repeat and SAM domain-containing protein 1A
OG0001707	sp|Q7ZVM1|WASC5_DANRE	WASH complex subunit 5
OG0001712	sp|P14381|YTX2_XENLA	Transposon TX1 uncharacterized 149 kDa protein
OG0001713	sp|Q60865|CAPR1_MOUSE	Caprin-1
OG0001715	sp|Q76M68|IQEC3_RAT	IQ motif and SEC7 domain-containing protein 3
OG0001717	sp|Q9MYZ9|EPOR_PIG	Erythropoietin receptor
OG0001718	sp|A4FUB0|CE034_BOVIN	Uncharacterized protein C5orf34 homolog
OG0001719	sp|Q3UHQ6|DOP2_MOUSE	Protein dopey-2
OG0001723	sp|P53480|ACTC_TAKRU	"Actin, alpha cardiac"
OG0001725	sp|Q92565|RPGF5_HUMAN	Rap guanine nucleotide exchange factor 5
OG0001729	sp|Q9ULI1|NWD2_HUMAN	NACHT and WD repeat domain-containing protein 2
OG0001730	sp|P15923|TFE2_HUMAN	Transcription factor E2-alpha
OG0001733	sp|Q58EK4|PARL_DANRE	"Presenilins-associated rhomboid-like protein, mitochondrial"
OG0001735	sp|A2BGP7|CC125_DANRE	Coiled-coil domain-containing protein 125
OG0001737	sp|P42336|PK3CA_HUMAN	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
OG0001739	sp|Q8ND56|LS14A_HUMAN	Protein LSM14 homolog A
OG0001744	sp|Q59H18|TNI3K_HUMAN	Serine/threonine-protein kinase TNNI3K
OG0001749	sp|Q5ZKM1|SPB1_CHICK	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3
OG0001750	sp|Q60943|I17RA_MOUSE	Interleukin-17 receptor A
OG0001756	sp|Q96N96|SPT13_HUMAN	Spermatogenesis-associated protein 13
OG0001759	sp|Q7ZUS1|VRK1_DANRE	Serine/threonine-protein kinase VRK1
OG0001763	sp|Q5RDL3|SGIP1_PONAB	SH3-containing GRB2-like protein 3-interacting protein 1
OG0001770	sp|E7F187|ARMC9_DANRE	LisH domain-containing protein ARMC9
OG0001774	sp|P25809|KCRU_RAT	"Creatine kinase U-type, mitochondrial"
OG0001777	sp|O70589|CSKP_MOUSE	Peripheral plasma membrane protein CASK
OG0001779	sp|A0MSJ1|CRA1B_DANRE	Collagen alpha-1(XXVII) chain B
OG0001781	sp|Q01780|EXOSX_HUMAN	Exosome component 10
OG0001783	sp|Q9P243|ZFAT_HUMAN	Zinc finger protein ZFAT
OG0001785	sp|P35573|GDE_HUMAN	Glycogen debranching enzyme
OG0001787	sp|Q5TBA9|FRY_HUMAN	Protein furry homolog
OG0001792	sp|P42225|STAT1_MOUSE	Signal transducer and activator of transcription 1
OG0001796	sp|Q9ULH7|MRTFB_HUMAN	Myocardin-related transcription factor B
OG0001798	sp|Q8C1B1|CAMP2_MOUSE	Calmodulin-regulated spectrin-associated protein 2
OG0001802	sp|Q02343|CAC1E_RABIT	Voltage-dependent R-type calcium channel subunit alpha-1E
OG0001803	sp|Q5ZMU6|PP4R2_CHICK	Serine/threonine-protein phosphatase 4 regulatory subunit 2
OG0001804	sp|P25980|UBF1B_XENLA	Nucleolar transcription factor 1-B
OG0001807	sp|A2VD13|PTCD1_RAT	"Pentatricopeptide repeat-containing protein 1, mitochondrial"
OG0001808	sp|Q5XIR8|CLHC1_RAT	Clathrin heavy chain linker domain-containing protein 1
OG0001813	sp|O08550|KMT2B_MOUSE	Histone-lysine N-methyltransferase 2B
OG0001814	sp|A2RUV5|HFM1_XENTR	Probable ATP-dependent DNA helicase HFM1
OG0001822	sp|Q5RBC8|CMC1_PONAB	Calcium-binding mitochondrial carrier protein Aralar1
OG0001823	sp|Q5NVP9|MO4L1_PONAB	Mortality factor 4-like protein 1
OG0001827	sp|Q9NWS8|RMND1_HUMAN	Required for meiotic nuclear division protein 1 homolog
OG0001829	sp|Q8R317|UBQL1_MOUSE	Ubiquilin-1
OG0001832	sp|D4A2Z8|DHX36_RAT	ATP-dependent DNA/RNA helicase DHX36
OG0001834	sp|Q9QUG2|POLK_MOUSE	DNA polymerase kappa
OG0001836	sp|Q9UBW7|ZMYM2_HUMAN	Zinc finger MYM-type protein 2
OG0001837	sp|Q3V1G4|OLM2B_MOUSE	Olfactomedin-like protein 2B
OG0001838	sp|O75143|ATG13_HUMAN	Autophagy-related protein 13
OG0001840	sp|Q80XP9|WNK3_MOUSE	Serine/threonine-protein kinase WNK3
OG0001844	sp|Q9BZ95|NSD3_HUMAN	Histone-lysine N-methyltransferase NSD3
OG0001851	sp|Q9NVM9|INT13_HUMAN	Integrator complex subunit 13
OG0001852	sp|Q6NWC6|CPSF6_DANRE	Cleavage and polyadenylation specificity factor subunit 6
OG0001855	sp|Q8BGY9|SC5A7_MOUSE	High affinity choline transporter 1
OG0001857	sp|P12270|TPR_HUMAN	Nucleoprotein TPR
OG0001862	sp|Q6ZNA4|RN111_HUMAN	E3 ubiquitin-protein ligase Arkadia
OG0001865	sp|Q9NZM3|ITSN2_HUMAN	Intersectin-2
OG0001866	sp|Q14162|SREC_HUMAN	Scavenger receptor class F member 1
OG0001867	sp|Q5RCC1|ELMO2_PONAB	Engulfment and cell motility protein 2
OG0001872	sp|O97758|ZO1_CANLF	Tight junction protein ZO-1
OG0001877	sp|Q6DRC5|USPL1_DANRE	SUMO-specific isopeptidase USPL1
OG0001878	sp|Q3UH68|LIMC1_MOUSE	LIM and calponin homology domains-containing protein 1
OG0001879	sp|P23276|KELL_HUMAN	Kell blood group glycoprotein
OG0001880	sp|A1A5H6|CNOT1_DANRE	CCR4-NOT transcription complex subunit 1
OG0001881	sp|Q0GGW5|STK11_CHICK	Serine/threonine-protein kinase STK11
OG0001883	sp|O00629|IMA3_HUMAN	Importin subunit alpha-3
OG0001884	sp|Q80U40|RIMB2_MOUSE	RIMS-binding protein 2
OG0001890	sp|Q32LU7|PTCD3_DANRE	"Pentatricopeptide repeat domain-containing protein 3, mitochondrial"
OG0001893	sp|Q9P243|ZFAT_HUMAN	Zinc finger protein ZFAT
OG0001905	sp|Q75V66|ANO5_HUMAN	Anoctamin-5
OG0001907	sp|P30999|CTND1_MOUSE	Catenin delta-1
OG0001908	sp|Q8CJ40|CROCC_MOUSE	Rootletin
OG0001910	sp|Q5EB28|MIDN_XENTR	Midnolin
OG0001918	sp|Q8C0W1|ANMY1_MOUSE	Ankyrin repeat and MYND domain-containing protein 1
OG0001919	sp|Q9BYP7|WNK3_HUMAN	Serine/threonine-protein kinase WNK3
OG0001922	sp|P10999|LAML3_XENLA	Lamin-L(III)
